stars,BusinessAcceptsCreditCards,RestaurantsPriceRange2,NoiseLevel,RestaurantsGoodForGroups,Alcohol,GoodForKids,HasTV,WiFi,street,garage,Music,valet,dinner,BestNights
4.0,None,1.0,None,None,None,None,None,'free',False,False,0,False,None,0
2.5,True,2.0,'average',True,'beer_and_wine',True,False,'no',False,False,0,False,None,0
3.5,None,2.0,None,None,None,None,None,None,True,False,0,False,None,0
3.5,True,1.0,'quiet',True,'none',True,False,'no',False,False,0,False,False,0
3.5,True,2.0,'average',True,'none',True,False,'paid',True,False,0,False,False,0
2.0,True,2.0,'average',False,'none',True,False,'no',False,False,0,False,None,0
4.0,None,None,None,None,None,None,None,None,None,None,0,None,None,0
3.0,True,3.0,None,None,None,None,None,'free',False,False,0,False,False,0
3.5,None,1.0,'average',True,'none',True,False,'free',True,False,0,False,False,0
1.5,True,None,None,None,None,None,None,None,None,None,0,None,None,0
3.5,True,1.0,None,None,None,None,None,None,None,None,0,None,None,0
4.0,True,2.0,'average',True,'full_bar',True,False,'no',False,False,1,False,False,1
3.0,True,2.0,None,None,'none',None,None,None,True,False,0,False,None,0
5.0,True,None,None,None,'none',None,False,None,False,False,0,False,None,0
4.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,True,1.0,'quiet',True,'none',True,False,'free',False,False,0,False,False,0
4.5,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,True,2.0,None,None,'none',None,None,None,None,False,0,False,None,0
2.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
3.0,None,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,True,2.0,None,None,None,None,None,None,None,None,0,None,None,0
4.0,True,1.0,'average',True,'full_bar',None,False,'free',True,False,1,False,None,1
3.0,None,2.0,'quiet',True,'full_bar',True,True,'no',True,False,0,False,False,0
3.5,True,2.0,None,None,None,True,None,'no',False,False,0,False,None,0
3.5,True,1.0,None,None,None,None,None,'free',False,False,0,False,None,0
4.5,True,1.0,'quiet',True,'beer_and_wine',True,True,None,True,False,0,False,False,0
4.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
2.5,True,1.0,None,None,None,None,None,None,True,False,0,False,None,0
3.5,True,1.0,None,None,None,None,None,'free',False,False,0,False,None,0
4.0,True,2.0,'average',True,'beer_and_wine',True,True,'free',False,False,0,False,True,0
4.5,True,1.0,None,True,'none',True,True,'no',True,False,0,False,False,0
3.5,True,2.0,None,None,None,None,None,'free',False,False,0,False,None,0
4.0,True,2.0,'quiet',False,'none',True,False,'no',True,False,0,False,None,0
3.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
5.0,True,1.0,'average',True,'beer_and_wine',True,False,'no',True,False,0,False,False,0
5.0,True,None,'quiet',None,None,None,None,'free',True,False,0,False,None,0
3.5,None,2.0,'quiet',True,None,True,True,'free',True,False,0,False,None,0
5.0,None,1.0,None,None,None,None,None,None,None,None,0,None,None,0
4.0,True,1.0,'average',True,'none',True,False,'free',False,False,0,False,False,0
2.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
5.0,False,None,None,None,None,None,None,None,False,False,0,False,None,0
3.0,True,1.0,'average',True,'none',True,False,'free',False,False,0,False,False,0
3.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,None,None,None,None,None,None,None,True,True,0,False,None,0
4.0,True,1.0,None,None,None,None,None,None,True,False,0,False,None,0
3.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,None,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,'average',True,'none',True,True,'free',True,False,0,False,False,0
3.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,True,3.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,None,1.0,None,None,None,None,None,None,None,None,0,None,None,0
3.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,None,2.0,'average',None,None,None,None,'free',False,False,0,False,None,0
4.5,True,None,None,None,'none',None,False,None,None,None,0,None,None,0
4.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
5.0,True,None,None,None,'none',None,False,'no',True,False,0,False,None,0
4.0,True,1.0,None,None,None,None,None,'free',True,False,0,False,None,0
4.0,True,2.0,None,None,None,None,None,'free',True,False,0,False,None,0
3.5,True,1.0,None,True,None,None,None,None,False,False,0,False,None,0
5.0,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,True,2.0,'average',False,'beer_and_wine',True,True,'free',True,True,0,False,False,0
4.5,False,1.0,None,None,None,None,None,None,True,False,0,False,None,0
3.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,True,2.0,'quiet',False,'none',True,True,'free',False,False,0,False,None,0
4.0,True,2.0,None,None,'none',None,False,'free',None,None,0,None,None,0
3.0,True,3.0,None,None,None,None,None,'free',None,None,0,None,None,0
4.0,True,2.0,None,None,None,True,None,None,False,False,0,False,None,0
3.5,True,1.0,None,None,None,None,None,'free',False,False,0,False,None,0
2.5,True,2.0,'average',True,'full_bar',True,True,'free',True,False,0,False,None,0
4.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,2.0,None,None,None,None,None,'no',True,False,0,False,None,0
4.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
3.0,None,2.0,None,None,None,None,None,None,False,False,0,False,None,0
2.5,True,1.0,'average',True,'none',True,True,'free',False,False,0,False,False,0
5.0,True,2.0,None,None,None,None,None,None,None,None,0,None,None,0
4.0,False,1.0,None,False,'none',True,True,'no',True,False,0,False,False,0
2.0,True,1.0,'average',True,'none',True,False,'free',False,False,0,False,None,0
3.5,None,1.0,None,None,None,None,None,None,True,False,0,False,None,0
3.5,None,3.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,True,1.0,'average',True,'none',True,False,'free',False,None,0,False,True,0
5.0,None,None,None,None,'none',None,False,'free',True,False,0,False,False,0
4.5,True,2.0,None,None,None,None,None,'free',True,True,0,True,None,0
4.0,True,1.0,'quiet',True,'none',True,False,None,False,False,0,False,None,0
4.0,None,2.0,None,None,None,None,None,None,True,False,0,False,None,0
2.0,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,1.0,'average',True,'none',True,False,'free',True,False,0,False,False,0
3.0,True,2.0,'average',True,'none',True,True,'no',False,False,0,False,False,0
3.5,True,1.0,'average',True,'full_bar',True,False,'free',True,False,1,False,False,1
3.0,True,2.0,'average',True,'none',True,True,'free',True,True,0,False,None,0
5.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
5.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,None,None,None,None,None,None,None,None,None,None,0,None,None,0
4.0,True,2.0,None,True,None,True,None,None,False,False,0,False,None,0
4.0,True,1.0,'average',True,'none',True,False,'free',False,False,0,False,False,0
4.5,False,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,True,1.0,'average',True,'beer_and_wine',True,True,'free',False,False,0,False,False,0
3.5,True,2.0,None,None,None,None,None,'free',False,False,0,False,None,0
4.5,True,None,None,None,None,None,None,None,None,None,0,None,None,0
4.0,True,2.0,'quiet',True,'none',True,False,u'paid',False,False,0,False,False,0
4.5,None,None,None,None,None,None,None,None,None,None,0,None,None,0
3.5,False,1.0,None,None,None,None,None,None,True,False,0,False,None,0
2.5,True,1.0,'quiet',True,'none',True,False,'free',False,False,0,False,None,0
4.0,False,1.0,'average',True,'none',True,False,None,True,False,0,False,None,0
3.5,True,2.0,'average',True,'beer_and_wine',True,True,'free',False,False,0,False,False,0
2.5,True,2.0,'quiet',False,'none',False,False,'no',True,False,0,False,None,0
5.0,None,None,None,None,None,None,None,None,None,None,0,None,None,0
4.5,False,1.0,None,None,None,None,None,'no',False,False,0,False,None,0
4.5,True,2.0,None,None,None,None,None,None,None,False,0,False,None,0
2.5,True,1.0,'average',False,'none',True,False,'free',False,False,0,False,None,0
3.0,True,2.0,None,None,None,None,None,None,None,None,0,False,None,0
3.5,True,1.0,None,None,None,None,None,'free',True,False,0,False,None,0
4.0,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,None,2.0,None,None,None,None,None,None,None,None,0,None,None,0
4.0,True,2.0,'average',True,'none',True,False,'free',False,False,0,False,False,0
2.5,True,1.0,'average',True,'none',True,True,'free',None,False,0,False,None,0
4.0,True,1.0,None,None,None,None,None,None,None,None,0,None,None,0
2.5,True,1.0,'average',True,'none',True,True,'free',False,False,0,False,False,0
4.0,True,1.0,'average',True,'beer_and_wine',True,True,u'paid',True,False,1,False,False,1
4.0,True,1.0,'average',True,'none',True,False,'no',False,False,0,False,None,0
4.0,True,None,None,None,None,None,None,None,None,None,0,None,None,0
2.0,True,1.0,None,None,None,None,None,'free',False,False,0,False,None,0
3.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
5.0,None,None,None,None,None,None,None,None,None,None,0,None,None,0
4.5,True,1.0,None,None,None,None,None,'no',False,False,0,False,None,0
5.0,True,1.0,'quiet',None,None,True,None,'free',False,False,0,False,None,0
4.0,True,1.0,None,None,None,None,None,'free',False,False,0,False,None,0
4.0,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
5.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,None,2.0,'average',False,'none',None,False,'no',True,True,0,False,None,0
2.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,None,2.0,None,None,None,True,None,None,False,True,0,False,None,0
5.0,True,None,'quiet',None,None,True,None,'free',True,False,0,False,None,0
4.0,True,2.0,'quiet',None,None,True,None,'no',True,False,0,False,None,0
3.5,True,2.0,'quiet',True,'full_bar',True,True,'no',False,False,0,False,None,0
5.0,True,None,None,None,None,None,None,'no',True,False,0,False,None,0
4.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,True,1.0,None,True,None,True,True,None,False,False,0,False,False,0
3.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.0,True,1.0,'average',True,'none',True,False,'free',True,False,0,False,False,0
4.0,True,1.0,'average',True,'beer_and_wine',True,False,'free',True,False,0,False,None,0
4.0,True,2.0,'average',True,'full_bar',True,False,'no',True,False,0,False,False,0
4.0,True,2.0,'average',None,None,True,None,'free',True,True,0,False,None,0
4.0,True,2.0,'quiet',False,'none',True,False,'no',False,False,0,False,False,0
4.0,None,None,None,None,None,None,None,None,False,True,0,False,None,0
4.5,True,1.0,None,None,None,None,None,None,True,False,0,False,None,0
3.5,True,1.0,None,None,None,None,None,'free',True,False,0,False,None,0
4.5,None,None,None,None,None,None,None,None,None,None,0,None,None,0
4.5,True,2.0,None,None,None,None,None,None,False,True,0,False,None,0
4.5,True,1.0,None,False,'none',True,True,'no',False,False,0,False,False,0
5.0,True,None,None,None,None,None,None,None,None,None,0,None,None,0
3.5,True,1.0,'loud',True,'full_bar',True,True,'no',False,False,0,False,None,0
4.5,True,None,None,None,None,None,None,None,True,False,0,False,None,0
2.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.0,True,1.0,'average',True,'none',True,True,'free',True,True,0,False,None,0
4.5,True,1.0,'quiet',False,'none',True,True,'free',True,False,0,False,False,0
4.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,1.0,'average',True,'none',True,True,'no',True,False,0,False,False,0
3.5,True,2.0,'quiet',True,'full_bar',True,True,'free',True,False,0,False,False,0
3.0,True,1.0,None,None,None,None,None,'free',None,False,0,False,None,0
3.0,True,1.0,'average',True,'none',True,True,'no',False,False,0,False,False,0
4.0,True,1.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,True,2.0,'average',True,'full_bar',False,False,'free',True,False,0,True,True,0
4.0,None,1.0,'average',True,'beer_and_wine',True,False,'no',True,False,0,False,False,0
4.0,True,1.0,'quiet',True,'none',True,None,'no',None,None,0,None,None,0
4.5,True,2.0,None,None,'none',None,None,None,True,False,0,False,None,0
3.0,True,1.0,'average',True,'none',True,True,'free',False,False,0,False,False,0
3.0,True,1.0,'average',True,'none',True,True,'free',False,False,0,False,True,0
4.0,False,1.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,None,1.0,'average',False,'none',True,False,'no',False,False,0,False,None,0
1.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
2.0,None,None,None,None,None,None,None,None,None,None,0,None,None,0
5.0,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,None,2.0,'average',None,None,None,None,None,True,False,0,False,None,0
2.5,None,2.0,None,None,None,None,None,'no',True,False,0,False,None,0
4.5,True,None,None,None,None,None,None,None,None,None,0,None,None,0
4.0,None,1.0,None,None,None,None,None,None,False,True,0,False,None,0
3.5,None,1.0,'quiet',False,'none',True,True,'no',True,False,0,False,False,0
3.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,'quiet',False,'none',True,False,'free',False,False,0,False,False,0
3.5,True,1.0,None,None,None,None,None,None,False,True,0,False,None,0
3.5,True,1.0,None,None,'none',True,None,None,True,False,0,False,False,0
4.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,'quiet',True,'none',True,True,'free',False,False,0,False,False,0
4.0,True,2.0,'average',None,None,None,None,'free',False,False,0,False,None,0
3.0,None,2.0,'quiet',True,'none',False,False,'free',True,False,0,False,False,0
4.0,None,1.0,'average',True,'none',True,False,'free',False,False,0,False,False,0
3.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
2.0,True,2.0,'average',False,'none',True,False,'free',False,False,0,False,False,0
4.0,True,2.0,'average',False,'none',True,True,'free',True,True,0,False,False,0
3.5,True,1.0,'quiet',True,'beer_and_wine',True,False,'free',True,False,0,False,None,0
4.0,False,1.0,None,None,None,None,None,None,True,False,0,False,None,0
2.5,True,1.0,'average',True,'none',True,True,'free',False,False,0,False,False,0
4.0,True,1.0,'average',False,'none',True,False,'no',True,False,0,False,None,0
1.5,True,2.0,None,None,None,None,None,'free',False,False,0,False,None,0
4.0,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,True,1.0,None,None,'none',None,None,None,True,False,0,False,None,0
3.5,True,1.0,'average',False,'none',True,True,'no',False,False,0,False,False,0
5.0,True,None,None,None,None,None,None,None,None,None,0,None,None,0
3.0,True,2.0,None,True,'none',True,None,None,False,False,0,False,None,0
4.5,True,1.0,'average',True,'none',True,False,'free',False,False,0,False,False,0
5.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
2.5,True,2.0,None,False,'none',False,None,'free',False,False,0,False,None,0
4.5,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
5.0,None,None,None,None,None,None,None,None,None,None,0,None,None,0
3.5,None,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,None,None,None,None,None,None,None,None,0,None,None,0
4.5,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,True,1.0,None,None,None,None,None,'free',False,True,0,False,None,0
4.0,True,1.0,'average',True,'beer_and_wine',True,False,'free',True,False,0,False,False,0
3.0,True,2.0,'average',True,'none',True,True,'free',False,False,0,False,False,0
5.0,True,2.0,None,None,None,None,None,None,None,None,0,None,None,0
4.0,None,2.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,True,1.0,'average',None,None,True,None,'no',None,False,0,False,None,0
3.5,True,1.0,'average',None,None,None,None,'free',True,False,0,False,None,0
4.0,True,2.0,'average',False,'none',True,True,'free',True,False,0,False,False,0
2.5,True,1.0,'average',True,'none',True,True,'free',False,False,0,False,False,0
3.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,None,None,None,None,None,None,None,None,True,False,0,False,None,0
4.0,None,2.0,'quiet',False,'none',False,False,'no',True,False,0,False,None,0
3.0,True,2.0,None,None,None,None,None,'no',True,False,0,False,None,0
4.5,None,1.0,'quiet',True,'none',True,False,'free',True,False,0,False,None,0
5.0,True,None,None,None,None,None,None,None,None,None,0,None,None,0
5.0,True,None,None,None,'none',None,False,'no',True,False,0,False,None,0
3.5,None,None,None,None,None,None,None,None,None,None,0,None,None,0
4.0,None,1.0,'average',True,'none',True,True,'free',False,False,0,False,False,0
3.0,None,None,None,None,None,None,None,None,None,None,0,None,None,0
4.0,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,None,3.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,None,2.0,'quiet',True,'none',True,False,'free',True,False,0,False,False,0
4.5,None,1.0,None,True,'none',True,True,'free',True,False,0,False,None,0
2.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,None,None,'beer_and_wine',None,False,'free',False,False,0,False,False,0
4.0,None,2.0,'quiet',True,'none',False,False,'free',True,False,0,False,False,0
3.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
1.5,True,3.0,None,None,None,None,None,None,None,None,0,None,None,0
4.5,True,1.0,None,None,'none',None,None,'free',None,None,0,None,None,0
4.0,True,2.0,None,None,'none',True,False,'free',True,False,0,False,False,0
4.0,True,2.0,'average',None,None,None,None,None,True,True,0,False,None,0
3.5,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
2.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,True,2.0,None,None,None,None,None,'free',True,False,0,False,None,0
4.5,True,1.0,None,None,None,None,None,None,None,None,0,None,None,0
4.5,True,2.0,None,None,None,None,None,'free',False,False,0,False,None,0
4.5,True,1.0,'quiet',None,None,True,None,'free',False,False,0,False,None,0
4.5,None,2.0,None,False,None,True,False,'no',True,False,0,False,False,0
3.5,True,1.0,'quiet',True,'none',True,True,'free',False,False,0,False,None,0
3.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,True,1.0,'average',True,'none',True,False,'free',True,False,0,False,False,0
2.5,True,1.0,None,True,None,True,None,'free',False,False,0,False,None,0
4.0,True,1.0,'average',None,None,None,None,None,False,False,0,False,None,0
4.0,True,2.0,'average',True,'none',True,True,'free',False,False,0,False,True,0
5.0,True,2.0,None,None,None,None,None,None,None,None,0,None,None,0
4.0,True,1.0,'loud',False,'none',True,True,'free',None,True,0,False,False,0
4.0,False,1.0,'average',True,'none',True,None,'no',False,False,0,False,None,0
4.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,None,1.0,'quiet',False,'none',True,False,'no',True,False,0,False,None,0
4.5,True,None,None,None,None,None,None,None,None,None,0,None,None,0
4.5,True,1.0,'average',True,'beer_and_wine',True,True,'no',None,False,0,False,False,0
4.5,True,1.0,None,None,None,None,None,'no',True,False,0,False,None,0
3.5,True,4.0,None,None,None,None,None,None,True,False,0,False,None,0
2.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.0,True,1.0,'average',True,'none',True,False,'free',True,False,0,False,None,0
4.0,None,2.0,'average',None,None,None,True,'free',True,True,0,False,None,0
4.0,True,2.0,None,None,None,None,None,'free',False,False,0,False,None,0
5.0,True,2.0,None,None,None,None,None,None,None,None,0,None,None,0
4.0,True,2.0,'average',None,None,None,None,'free',True,None,0,False,None,0
5.0,None,None,None,None,None,None,None,None,None,None,0,None,None,0
2.5,None,2.0,None,None,None,None,None,'free',False,False,0,False,None,0
4.0,True,1.0,'average',True,'full_bar',True,True,'free',False,False,0,False,True,0
4.0,True,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,None,1.0,None,None,None,None,None,'free',False,False,0,False,None,0
4.5,True,None,None,None,None,None,True,'free',True,False,0,False,False,0
3.0,True,1.0,'average',False,'none',True,True,'free',None,True,0,False,False,0
5.0,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,2.0,'average',True,'beer_and_wine',True,False,'no',True,False,0,False,False,0
4.5,None,2.0,None,None,None,None,None,None,True,False,0,False,None,0
3.5,True,1.0,None,False,None,True,None,'free',True,False,0,False,None,0
4.5,True,2.0,None,None,None,True,None,'free',False,False,0,False,None,0
4.5,True,1.0,'average',True,'none',True,False,'no',True,False,0,False,None,0
4.5,True,1.0,'average',True,'none',True,False,'free',False,False,0,False,False,0
2.5,None,1.0,'average',True,'none',True,False,'free',True,False,0,False,False,0
4.0,True,1.0,None,None,None,None,None,'free',True,False,0,False,None,0
4.0,True,None,None,None,None,None,None,'free',None,None,0,None,None,0
3.5,None,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,True,2.0,'average',True,'none',True,True,'free',True,False,0,False,False,0
4.5,None,None,None,None,None,None,None,None,None,None,0,None,None,0
4.5,True,2.0,'quiet',False,'none',True,False,'no',False,True,0,False,False,0
4.0,True,2.0,'quiet',True,'none',True,False,'free',True,False,0,False,None,0
3.0,None,3.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,True,1.0,'loud',True,'full_bar',False,True,'free',True,False,0,False,False,0
4.0,None,1.0,None,None,None,None,None,'free',True,True,0,False,None,0
4.5,True,2.0,None,None,None,None,True,'free',False,False,0,False,False,0
4.0,None,1.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,True,2.0,'average',True,'none',True,False,'free',True,False,0,False,None,0
3.0,True,1.0,None,None,None,None,None,None,None,None,0,None,None,0
4.0,None,1.0,None,None,None,None,None,'free',True,False,0,False,None,0
4.0,True,2.0,None,None,None,None,None,None,None,False,0,False,None,0
3.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.0,True,1.0,'average',True,'none',True,True,'free',False,False,0,False,True,0
4.5,True,1.0,'average',False,'none',True,True,'no',False,False,0,False,None,0
4.5,True,1.0,None,None,None,True,None,None,True,False,0,False,None,0
4.5,True,1.0,'quiet',False,'none',True,False,'no',True,False,0,False,False,0
4.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.0,True,3.0,None,None,'beer_and_wine',None,None,None,False,False,0,False,None,0
4.0,None,1.0,None,None,None,None,None,None,True,False,0,False,None,0
4.5,True,1.0,'quiet',None,'none',None,True,'free',False,False,0,False,None,0
4.5,None,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,'average',None,'none',None,None,'free',True,False,0,False,None,0
4.5,True,2.0,'average',False,'none',True,True,None,True,False,0,False,False,0
2.5,True,2.0,None,None,None,None,None,None,None,True,0,False,None,0
4.0,True,1.0,'quiet',True,'none',True,True,'free',False,False,0,False,False,0
4.5,True,2.0,'quiet',None,None,None,None,'free',False,False,0,False,None,0
3.0,True,None,None,None,None,True,True,None,False,False,0,False,False,0
4.5,False,1.0,'average',False,'none',True,False,None,True,False,0,False,None,0
4.0,True,2.0,'average',True,'beer_and_wine',True,True,'free',False,False,0,False,False,0
4.0,True,1.0,'average',True,'none',True,True,'no',False,False,0,False,False,0
2.5,True,2.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,None,None,None,None,None,None,None,None,False,False,0,False,None,0
3.5,True,2.0,'average',None,'full_bar',True,True,'free',True,True,0,False,False,0
2.5,True,1.0,'average',True,'none',True,True,'free',False,False,0,False,None,0
4.0,None,1.0,None,None,None,None,None,None,True,True,0,False,None,0
4.0,True,1.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,True,1.0,'average',True,'beer_and_wine',True,False,'free',True,False,0,False,False,0
3.5,None,1.0,'average',True,'none',True,False,'free',True,False,0,False,None,0
4.0,True,2.0,'quiet',True,'none',True,False,'no',True,False,0,False,False,0
3.0,True,2.0,'quiet',None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,'average',True,'none',True,True,'no',False,False,0,False,False,0
4.5,True,1.0,None,None,None,None,None,None,True,False,0,False,None,0
3.5,True,2.0,'quiet',True,'beer_and_wine',True,False,None,False,False,0,False,None,0
4.5,None,None,'quiet',None,None,None,None,'free',True,None,0,False,None,0
4.0,True,2.0,'average',True,'none',True,False,'free',True,False,0,False,False,0
4.5,True,1.0,None,None,'none',None,False,u'paid',True,False,0,False,None,0
2.0,None,2.0,None,None,None,None,None,None,False,False,0,False,None,0
3.5,True,1.0,'average',True,'none',True,False,'free',False,False,0,False,False,0
2.5,True,3.0,None,None,None,None,None,None,False,False,0,False,None,0
4.0,None,1.0,'average',False,'none',True,True,'no',True,False,0,False,False,0
4.5,None,2.0,None,None,None,None,None,None,None,None,0,None,None,0
4.5,True,1.0,'average',True,'none',True,True,'free',False,False,0,False,False,0
5.0,True,2.0,None,None,None,None,None,None,True,False,0,False,None,0
2.0,True,2.0,None,True,'beer_and_wine',True,False,'free',False,False,0,False,None,0
3.5,False,1.0,None,None,None,None,None,None,True,False,0,False,None,0
4.0,True,1.0,None,None,'none',None,True,'free',True,False,0,False,False,0
5.0,True,None,None,None,None,None,False,None,None,None,0,None,None,0
3.5,None,1.0,None,None,None,None,None,None,False,False,0,False,None,0
4.5,True,1.0,'quiet',True,'none',True,False,'free',False,False,0,False,False,0
4.0,True,None,'average',False,None,True,False,'free',None,False,0,False,False,0
3.5,None,2.0,'average',True,'beer_and_wine',True,False,'no',True,False,0,False,False,0
5.0,True,1.0,None,None,None,None,None,'free',False,False,0,False,None,0
4.0,True,1.0,'quiet',False,None,True,True,None,False,False,0,False,None,0
4.0,True,1.0,None,None,None,True,None,None,False,False,0,False,None,0
