,review_id,user_id,business_id,stars,useful,funny,cool,text,date
10,Yg72EDe3PXLbWGySQbaGBQ,GHA6P0as-2Kp21vy20yz7Q,4CxF8c3MB7VAdY8zFb2cZQ,5.0,1,1,2,"This is the world's spookiest donut place. Whenever I'm in the great state of Oregon I take the MAX line downtown and walk up to Voodoo donuts. Even though I almost never eat donuts, you gotta have a voodoo donut. You just gotta. They are open 23 hours a day. (I'm guessing the one remaining hour of the day is when they close so that the employee behind the counter can shoot up to stay awake for the other 23 hours of the day.) They are right next to a guitar shop-all the more reason for me to come and visit them. They have all kinds of crazy donuts. I couldn't name them all. They have a wall dedicated to dead b rated movie performers-it has old newspaper articles on the death of the guy who played Mike Brady in the Brady Bunch for example. Another wall when I was there, was dedicated to other horror movie characters, and some local roller derby team. The whole store is so small but even still, there is a little stage above what i think is a closet or a restroom where I'm told bands will perform. Whoever thought you could market donuts in such a spooky way? It must be the place to be on Halloween in Portland or on Kurt Kobain's birthday. Whoever owns this place must be making a killing. Why couldn't I have thought of this first?",2007-12-07 23:25:08
11,fx_BYwbkkuOkSeUnGIswLw,EXmJ-hrmcwuJQ5KeJwGOGg,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,"So what makes one doughnut better than another?  Unless they're stale, it's hard to find a bad one and most are pretty much the same, everywhere you go.  And then there's Voodoo.  Provocative bordering on offensive to some (you might not take your kids on cock-n-balls day), always a little quirky, and unbelievably packed with sugar and other bad-for-you-but-oh-so-tasty things.  My personal favorite is the bacon maple bar but there are lots of other great options.  I can't eat the ones with sugary cereal topped with more sugar but my kids thought they were the greatest thing ever.  Definitely worth trying out if your in the neighborhood!",2013-12-06 23:04:45
12,oWo2aH2Fz822GqcKqQ__Lg,nWSiwbK5Ke-_4LMAz1uIJg,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,No hype here.  I actually was preparing for disappointment but nope.  This place is legit!   Lines are long on weekends but if you are visiting and happen to be in a downtown hotel it's very walkable so you can come anytime since they are open for at least 21 hours/day!,2010-08-20 20:12:15
13,8gpNWlNqZmJY9uZYmjeViw,Ftg7hXfF-WkfEFLiynvK7w,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,"All I can say is: be prepared for a line... be willing to wait.... and ENJOY!!!!!

YUM!!!",2018-01-21 10:33:39
14,pvNnDWF6foHFjqcqlXcueA,l2JtfoylsJU3mAnnaVdaiQ,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,I love the interesting combinations in the doughnuts. Haven't been there in a while but never had a complaint.,2016-02-23 22:21:47
15,wl9uJzc_2ekQGLQ8QvhFYQ,JRN6H0CxwIK31QylAvpHTw,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,"Some of the best doughnuts you will ever eat. If your in town and don't hit up voodoo doughnuts, you're missing out on a great experience.",2018-09-25 04:46:00
16,mC2N8sFddtanPJSH3Ai5eQ,Z5hTPwabnOKb0NP4lFaAIg,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,I'm not even sure why Yelp prompted me to review Voodoo - everyone knows it's amazing!,2013-09-04 02:47:11
17,_g_N9QYFQSGRL8cH-Rdmhg,QYFy-nNED8uxd-x2bHDRNA,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,I'm not a huge doughnut fan but this place made me want to believe again that there are better doughnuts in the world... everything I tasted was wonderful... if you ever in Portland Oregon check this place out... the lines do not lie.. it's worth the wait!!,2017-12-02 22:27:19
18,AER3KVvALSoxmSrL0P-Shw,qNL4K1GMkBa_qlYLProBlg,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,Definitely worth the 45 min wait in the rain! The grape ape and Homer Simpson were our faves!!!,2016-09-18 17:24:26
19,hYV2PMgP5jUyzy1hXWN7FQ,UcnmLvYG7GjlN0ghzbcrVQ,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,Best doughnuts in the world. Punk but I took my Mom there & she loved it. Its that kinda place. AWESOME.,2010-01-08 21:29:11
20,Dl7OtCB2ho5PrHgDRNqKHw,Rgavxg1hyAj7UGEf3WgInA,4CxF8c3MB7VAdY8zFb2cZQ,5.0,1,2,1,OMG! I love this place and can't imagine a week without one of their delish donuts!  Makes the week worth working downtown.,2008-08-18 19:18:35
21,D1c0MT-zLbVDWSz0HwMu7Q,wJmYV-WhRTfI6CIF5bOsZQ,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,"Who cares about a line when you get donuts at the end. This was an experience not just buying donuts. We tried several and got them to last the weekend. The bacon maple bar was hands down the best one we tried. All of the donuts were moist and soft and flavorful. The building was funky and the interior was full of quirky bits and pieces. It did not take itself too serious and played up the fun vibe. The person who waited on us was all about helping first timers pick a good mix and was very friendly. We expected higher prices since there is no ""mixed dozen"" but based on the individual donut however, it was priced great for such tasty donuts.",2018-08-23 22:04:58
22,VyHSJLrieydIdw6pybPK7w,o1M_t0v4DywPKLr7XxkAAg,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,"I was here at around 4 pm on Memorial Day and the line was crazy.  It was going to be about an hour line, so we decided to come back the next day.

When I got there today at around 6 am, there was only one group ahead of us.  But they took over 10 minutes to order!  That was because they chose every donut for their 2 dozen and also bought t-shirts.

Then it was our turn, and we kindda did the same.  Chose all 12 different donuts for our dozen.  It was about $15, which wasn't bad.  Each donut was pretty good, a bit sweeter then most, and definitely pretty.  The voodoo donut was really good, so was Portland cream.  I tried Oh Captain my captain a bit too late so the captain crunch was not so crunch anymore.  Didnt try the bacon donut.. What you can do is look behind the counter, and they have all the different donuts on the tray.  Ask them to grab you whatever looks appetising to you.  Or you can do my way, which was going through the menu above the girl and read off whatever sounded good.

My suggestion 1: Go early in the morning, avoid the crowd.
My suggestion 2: Get only the interesting and unusual ones here coz the normal types are similar to other places.  Not worth the wait!

Interior was really pretty too.  Definitely a place to visit!",2013-05-29 01:11:23
23,Z9WArq3ebYFyP-Uagkf1wg,sLe8Pa9MELf8Y2zrd07AZQ,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,Finally got to go to my dream donut shop!! Other than the Copper Kettle in Campbell Ca. These are some of the best I have ever had!!,2016-11-21 22:35:41
24,l944P0j5xPG7CUG0EQ56RQ,PpzYix_CRuFhc4uJPnl-YA,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,"The line was long but quick. The vegan doughnuts... What can I say? Tears. So good, good variety and great names. Careful with the jelly filled ones because are REALLY filled. Like... Jelly bombs. 

The voodoo shaped ones are funny, but I rather the regular ones. 
The triple penetration is my favorite. 
The triple penetration doughnut it's my favorite too.",2015-04-28 23:36:57
25,eeEUf6Nl4eLNwYYZ_SGUlA,uq_xDJi7cmZ9wLE8v3X4Bg,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,1,1,"During my day trip in Portland, I knew that one necessity destination for me was going to have to be Voodoo Doughtnut.  Thankfully I chose a Monday afternoon to see the Beavers and do my touristy crap; when I got to Voodoo, there was less than a five minute wait for me.  Unfortunately, they happened to be out of Voodoo dolls, by that time of the day, so I ""settled"" for a Maple-Bacon doughnut.

Now I'm not a religious person, by any stretch of the imagination, but I'm pretty sure that I saw no less than four different religious deities after I was finished the Maple-Bacon.  Despite the fact that the Beavers are done after 2010, it's almost worth another trip to Portland for another Voodoo Doughnut.",2010-08-21 23:47:55
26,fgfXjX27hT4H5vLW2ta7xA,_PciPr9RFIHOZRSTVB6iDQ,4CxF8c3MB7VAdY8zFb2cZQ,5.0,4,4,4,"I was going to give 4 stars because the line to get in is always ridiculous...sometimes the cereal on the donuts in stale...and sometimes the service sucks. But I can't...I love them. My favorite is The ol' dirty bastard (chocolate glazed donut covered in crushed oreos and peanut butter), followed closely by the maple bacon bar (sweet and savory? yes, please!). Also, the $5 boxes are worth the 5 stars.    Oh, and 5 stars for having vegan options! And 5 stars for being a sponsor of the Rose City Rollers :)",2014-03-14 17:19:08
27,n_w_WDcj7Lj0OEE_3zRyNg,qVzfWj6YAhOUuRa4lDl7BQ,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,Really good and funny theme donuts really sweet. Line is usually out the door but totally worth it,2018-08-04 20:43:48
28,u09VSEaTHv1yD_JhPWzi6w,5vxI2z3FRyzz7kyeXa59EQ,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,"so good and actually very fun and normally priced -- when you're waiting in line, it's like you're waiting in line for a club.. very interesting and nice... clean? :/",2012-10-08 21:29:58
29,WJJVb4Yf5T9fJfCKUl_jVg,peWGfdH94VPWScybAqGgpQ,4CxF8c3MB7VAdY8zFb2cZQ,5.0,1,0,1,"Unbelievable Donuts.  Especially the Bacon Maple Bar.  I was skeptical, but really, it was the best donut I've ever had in my life.

Neighborhood's scary, but no worse then any big city.  If I lived in Portland, I'd be plenty heavier on account of the bacon maple bar.",2009-03-02 06:05:33
30,WcHMa2gLgRFw9pEI2drnFQ,LWJ6BtJruMqMvOEfxeuuYg,4CxF8c3MB7VAdY8zFb2cZQ,5.0,1,0,1,"So I know there's a great variation in reviews of this spot. And i have to tell you... it's a great place to come and really feel the #keepportlandweird vibe. The donuts are good and grimey. They're fresh, fun and creative. Plus, the story of how it got started is pretty funky. My favorite donut is the Cap'n crunch donut! It's some kind of magic! So bring your cash(literally....they don't take cards) and bring your appetite for sweet treats! Totally check this place out! I went at night to avoid the lines!!! They are open 24/7 after all!!!",2018-08-14 06:37:54
31,gyW59lRutrXuOq1vjOnMhg,KdDnTz_2TUYe39u-Md-bIA,4CxF8c3MB7VAdY8zFb2cZQ,5.0,1,0,0,Maple bacon bar was delicious. Bacon was cooked perfect for putting on the doughnut. Not too crunchy or chewy. The maple frosting was awesome. The doughnut itself was good as well. Also had the Portland cream doughnut and it was good. The chocolate frosting and cream filling were both good as was the doughnut.,2014-10-11 17:47:11
32,-sfTM14sTFEJGpCdFNl_QA,uI8sMwybMdVJUjKNWsDdfg,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,"I am not a doughnut fan. But, this was great!! Its not your everyday, run of the mill, Krispy Kreme doughnut shop. This things are delicious. You must stop at this place if you are in the area. I drove an extra four hours on a recent trip to Oregon just to get some of these. The line outside wasn't too bad (about 10 people). My favorite was teh apple fritter and the oreo cookie one.",2013-08-03 19:12:24
33,qwrXTiW5GmGmvZSAZfNCkw,UhqOOSxQroVbG6sfTdq6Hg,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,"Stopped by tonight after dinner and a few drinks to get dessert.  No line, so that was a plus, but we didn't get very long to decide.  Luckily, the cashier was super helpful and gave us some recommendations.

We ordered 3 doughnuts - the captain crunch, oreo, and a chocolate cake doughnut. All were delicious, but my boyfriend and I both agreed the captain crunch was the best.

This is only our first night in Portland, so we will be back!",2013-10-04 05:11:31
34,aqfClHUqdHYVkDUXVMuMfg,Wt7zYl_hyh55WJVV2rF-CQ,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,"We could NOT go to Portland and miss visiting this place! Our timing was great because there was a short line when we arrived (we were there in April). Certainly not enough time to choose from the PLETHORA of crazy donuts they have! 
We opted for a mango filled,a maple bacon eclair (with bacon strips on top!), a vanilla frosted cruller, and one topped with crushed oreos. Sooo crazy fun and good! Almost put me in a diabetic coma, which I tried to mellow out with a good cup o' joe. 
I'm glad there's not one anywhere near me, though! ;)",2017-07-28 21:30:50
35,nudC5xOPr2vQ5IfRVKOtzg,VcKYDbidHE1F0W3Bn9QkIQ,4CxF8c3MB7VAdY8zFb2cZQ,5.0,1,1,2,This place is awesome.   So many different types of doughnuts.  You really should try the Arnold Palmer (cake doughnut covered with lemon and tea powder) - its scrummy.,2006-04-17 15:01:38
36,rwdURX3RKVwGrEi9B8BWMA,5TjvROPSfHBS-iqkmcEY1w,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,"Nothing else screams Portland like Voodoo Doughnuts. The donuts are good but I think you are there for the experience of how weird a donut shop can get. The flavors that are mixed or the designs of the donuts themselves. Its worth stopping in for at least a dozen and do yourself a favor and try as many different flavor or style donuts as possible, you won't regret it.",2013-10-03 20:27:33
37,YGGlE_NrM8a9mO-HWxP2Iw,lj_kG3hUdNLbZLYvdklEbw,4CxF8c3MB7VAdY8zFb2cZQ,5.0,2,1,0,"Ever want to be the envy of the town? Walk around downtown Portland with a bright, pink Voodoo Doughnut box! 

Customer service- patient and friendly, despite the line and crowd

Old Dirty Bastard- chocolate donut with Oreo crumbles and peanut butter drizzle- my favorite!

Maple Bacon Bar- two great tastes...! 

The Loop- Fruit Loops added pizazz to this one!

Peach Fritter- big, peachy, frosting-capped mountain range. A beast!

'wife wanted to buy me a t-shirt, but I think I'll just walk around San Francisco with my bright pink (donut) box!",2012-07-16 19:35:27
38,818SPm6uYYqoZsrJBcFDKA,uDQnJP1xKyBjVquysGJV4Q,4CxF8c3MB7VAdY8zFb2cZQ,5.0,1,2,3,"I got married here, so my opinion is clearly pretty high.

That said: amazing! delicious! try the mango tango! I've never had a bad Voodoo Doughnut experience.",2008-05-02 01:17:06
39,MyDvTfmBsbdrHojPNqPbgw,jA-0wwt2nf-AsX42VrvgOg,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,"I've always been a fan of Voodoo Donuts, they are a Portland tradition.  The dough nuts are delicious and come in many original varieties.  At the downtown location, there will always be a line whether is 9 in the morning or 3 in the morning.  While you are in line, be sure to look and see what you will be ordering.  Also, cash only...",2013-10-03 16:13:28
40,x6tG5Tph2xAiQcDhCBdX-Q,h-sRSrJ5L8jKZ2FU6rf9nw,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,"The line is sometimes a bit much sometimes.. Well worth it, however! Good spot to venture to with friends.

Secret tip, ask for the $10 bucket. As many donuts as one could ever want.",2015-08-07 08:54:47
41,bH8KQZcF7gnJtQKDQuhF1Q,AyFgRmyer8eKbBROfpKwsA,4CxF8c3MB7VAdY8zFb2cZQ,5.0,1,1,0,"This place was great.  It was worth the hype.  Super touristy, but I didnt care.  We were tourists.

Everyone visiting Portland MUST go.",2016-03-17 18:36:26
42,JGVWbuID1VOoeAYHzMFtUw,l4Vl_Qd506TYQv1NwhBKXw,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,Absolutely the best donut shop I have ever been to and it is a sight to see if you are in Portland I would almost say it is a must that you stop by there if you like talking about you didn't get cock and balls or you can get the Portland cream Keep Portland Weird man enjoy it this is definitely a highlight of Portland,2016-09-18 17:35:58
43,ao0WFi_7xS_8BvL1G3zeBw,25LL-pGZq0Fm13I91p15Og,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,1,"Crazy good, world famous, a must to try in Portland",2010-10-06 21:04:25
44,zarpGpDS6YWY0_GJtdmvFw,PKxahvXNv4D7pTtFHQQ2mA,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,"I'm really not a big donut guy, but these donuts are pretty damn good. Major plus, this place is open 24 hours. Let the party begin",2017-07-28 20:23:05
45,ceRVtIDLUJUJ_vpFp-ISBg,gAEx9D13JcO72OEEmGnh6Q,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,"I've only been here once a few months back and I am hooked! If I lived in portland i would come here every other day (over exaggerating, maybe once a week). I had the infamous maple bacon bar that so many people have raved about and it was amazing. My friend ordered an apple fritter of some sort and even that was amazing! I need to come back soon! Best doughnuts ever.",2011-12-01 03:04:41
46,Dk772VcB9-JrAI4e8h61Yg,FDwDzITUI2blGgWJc1mK2A,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,Freaking amazing doughnuts.  The peach fritter was the favorite of our group samples.,2015-10-23 16:07:22
47,TppcgpE_89SzMyjh_E1QqQ,59GfR6gWlOYENrJ3YfP9iw,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,What else need be said? The epitome of decadence you can hold in your hand and eat!,2013-11-14 17:27:55
48,DaXGot7IM4jnxwz_yFrhZw,hr2AxM0u_57Kd12aQIWJxQ,4CxF8c3MB7VAdY8zFb2cZQ,5.0,1,0,0,"WORD OF ADVICE. Be prepared to stand in line. I think no matter what day you go, there would always be a long line. It's worth the wait though!

You will be overwhelmed with how many kinds of doughnuts they have so I suggest you get the combo...where they give you the top doughnut flavors they have all in one box! 

My favorite is the bacon and maple doughnut! Delicious! Great creativity when it comes to decorating the doughnuts...great flavors also! They have almost everything on a doughnut....cereal...cookie crumbs...candies. YUM! So if you a big doughnut fun, a trip to Oregon and visiting Voodoo doughnuts is a must!!!",2013-02-22 05:54:03
49,1ZPUqNWTLleYP9HNdyHjtg,nTrLDLe8jbHl5FXQGJC_GA,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,There was a huge line but it was definitely worth it. Some of the best vegan donuts I have ever had!,2017-10-25 09:48:36
50,X4t9LdBfyonbH7_Ws3c8nw,8Zh5FgeKcLr4nHi3HrEWzw,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,"Last weekend we were in Portland for a Wedding.  Since my daughter watches Portlandia, Voodoo Doughnut's was one of our must see for the weekend.  We pulled up and no line!  This was Thursday, 8/14/14 around 1pm.  By the time we parked there were about 15-20 in line. The line moves very fast.  This place is adorable!  The sweets were good, but what made this a WOW experience was our server Shane.  He went above and beyond in his service, demeanor and a joy to watch and speak with.  He was generous and gracious in the time he spent with us milling over our choices.  When we were asked by friends and family if we went to Voodoo, we were not talking about the doughnuts, but instead about Shane!  Thank you Shane and Voodoo!",2014-08-25 00:21:04
51,2urmFANbuJeqJdNHU5Uxqg,LgX4Ggn-bOv3vhLeYG1zrw,4CxF8c3MB7VAdY8zFb2cZQ,5.0,1,0,0,"It seems fitting that this innuendo and not-so innuendo infused establishment gets my 69th review. Ahem. Hehehe!

The Old Dirty Bastard is by far my favorite. That single donut has ruined donuts for me. Not that I even eat them all that often, but when I do, all I can think of is Voodoo. Of course all our PDX visitors must go there, and have donuts ruined for them, too. 

As the other couple thousand reviewers largely agree on - just go!",2012-12-05 01:14:58
52,Dmo_btA_H1Feb7OrXdd2EA,1kZIf0vqVqRDJ3-1GIumVw,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,1,0,"Don't be fooled!  If you are looking for vegan donuts in Portland, you have to get them from Voodoo.  Blue Star only has 3-4 vegan selections and they are all (relatively) boring and seldom change flavors.  I suspect people just pretend to like Blue Star better so they don't have to wait in line for Voodoo.",2017-03-04 05:48:36
53,G8AS3LCfHRS7IGMTbM0ZjQ,vHjhKfIks-mwtzDNqDFUjA,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,1,"This place is in one of my food bucket list to go to. I've been waiting for a chance to go here, since I lived in California. This doughnut joint pops up in every food shows in TV, so it really has the hype. My girlfriend and I went straight here from the airport; It didn't disappoint and it lives up to its hype. The ambiance is weird and really took up the quote, ""Keep Portland Weird"" in its back. They have all kinds of decorations in the wall and the most iconic thing I remembered is the art window in front of the store, which is awesome and creative. The servers are friendly and they will literally accommodate you even if the line is long. Our server, Johnny is really helpful and have a great personality towards costumers, so say hello if ever you met him. Anyway..... donuts...

The donuts are extraordinary to say the least. They have the most imaginative donuts that I ever seen. I have a hard time eating my donuts because it is so artistic, that it belongs to a museum or something. My girlfriend and I ordered their classic voodoo donuts; chocolate glazed voodoo figure with raspberry blood in it.. yummmm! My girlfriend likes their double bubble donuts; it literally taste like a bazooka gum. I ordered their famous the diabetically evil Memphis Mafia; based on the taste it is an apple/ banana fritter with chocolate chip and peanut butter icing on the top. Damn it is so good, I would eat this for breakfast everyday in a week. They sell merchandises, too such as a t- shirt and a sweat

48 hours later.... We came back  here before going to the airport because we want to buy our family and friends these donuts. One of my close friend asked me if I can bring him a Chuckles donuts and a Pothole donuts. Of course, I ordered those to myself, too and wow that's why he is my friend because he has good taste. My girlfriend and I ordered 4 pink boxes for to go.. at least 6 donuts inside each boxes.. why not :) Overall, I would definitely go here again, no doubt about it! 

PS: They sell one day old bucket of donuts for just $10",2017-02-19 11:23:45
54,DcztBPw66ieaiMbcQnJeAQ,T3cAMv1GGiaMFWNNIa7yXg,4CxF8c3MB7VAdY8zFb2cZQ,5.0,1,1,5,"I didn't want to believe the hype. I can enjoy a good donut and I am a big fan of humor and whimsy when it comes to food, but I have more often than not been dissapointed when trying an over-hyped place. SO NOT THE CASE AT VOODOO! 

While visiting my cousin, in Portland from Denver, she did a great job showing me some of the awesome things that Portland is so loved for. Voodoo was one of those.

I had heard that the lines could sometimes be a nightmare, but on a Thursday night around 9, we walked right in and were back outside enjoying our chosen pastries on the picnic table in the nearby street, in a few minutes.

My cuz suggested we get a few different donuts so that we could sample a wider variety than just one each.  Brilliant idea.  We walked out with a maple bacon bar, a voodoo doll and a mafia something or other (can't remember the exact name).  All were amazing.  The raspberry filling in the voodoo doll? yummy. But my favorite was the mafia. A banana fritter topped with chocolate and peanut butter? Yes, please.  This one was so large that I actually ended up taking most of it home with me and eating it over the next few days.  Still good.

I can't wait to get back to Portland-loved it! And I'll be hitting up Voodoo when I return!",2012-02-01 16:22:34
55,9fBqufddlc1FZyXtf1fLIw,ACTw1-_0KI6J1MSvLfAN-Q,4CxF8c3MB7VAdY8zFb2cZQ,5.0,2,0,0,"Loved this place sooo much. The staff are very friendly and helpful. I got the Portland Creme (I think that's what it was called. Regular doughnut, chocolate icing, cream filling and two little white eyes) and my husband got the Old Dirty Bastard. Even the coffee was really good. 

*CASH ONLY*

V Candy R. is a hater.",2011-10-27 21:25:49
56,aPfARhkCT_lJgcb7QoCtIg,L4IMww_97k73Rb0_OB4w1A,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,"If you go to PDX, go to Voodoo. Yes, it IS that good. Legendary doughnuts! Crazy mix of fun flavors. Expect to wait in line, but know it will be worth the wait. I don't even like doughnuts but I had 3 the day I went.",2013-10-03 17:47:23
57,HAOLo_qDgfBZIdhfTyHNdw,PYmzvcHnPPyv26HouDdH-A,4CxF8c3MB7VAdY8zFb2cZQ,5.0,1,0,1,"5 stars for the experience. This place has been all over the food channels so we had to make a pit stop to check it out. The line was past the rope and wrapped around the building but we only waited about 30 minutes to get in the door and place our order. 

Get a dozen!! (At least). The donuts are huge but worth it. However, they aren't great the next day. We went a little overboard but couldn't eat it all. The next day the cereal was soggy and the donuts were a little hard. 

$18 bucks for a dozen.. not bad. A few people have told me that the ""other"" Portland location has a shorter line.

CASH ONLY.",2015-06-09 00:29:25
58,SQ2BvzvCHTNmwlfSPgYFAQ,09-15wyRYPKCcOMvwPLK6w,4CxF8c3MB7VAdY8zFb2cZQ,5.0,0,0,0,During the day it has short lines and amazing freshly made donuts! Love love love!! When I come to Portland I must come and get my dessert/ breakfast! It always makes my trip!,2016-03-18 02:01:37
