,review_id,user_id,business_id,stars,useful,funny,cool,text,date
14,YCnbKW8tlShZDaqBnXwRjQ,9fnqXvlOJ4YJib6iBXGdtw,4CxF8c3MB7VAdY8zFb2cZQ,3.0,0,1,0,"A mediocre bunch of doughnuts mainly known for the unique and odd flavors.

Want fruit loop coveted doughnuts?  Check.  Doughnuts in the shape of make genitalia?  Check.  A giant Jerome Kersey doughnut created the day after his passing?  Check - though I'm sure this last one mentioned wasn't intended as a cash in and was more of a tribute.

The lines at both of the store front locations are ridiculous as well as perplexing.  Perplexing because you can find far better doughnut places within a mile or two of both store front locations.

The food cart at Cartlandia has not had a line anytime I have been to Cartlandia but the one time I tried to get a couple of doughnuts for the kids, they were out of stock of the few I was interested in.

The novelty of voodoo doughnuts is great and fun for the out-of-towners, but the locals have other tasty options to consider.",2015-07-16 06:07:17
15,tOqQJnQoeFTMfgV_E0ZI0A,V0Kg9fkgfoCNvYpNJcv0Ng,4CxF8c3MB7VAdY8zFb2cZQ,3.0,0,0,0,"When you visit Portland, it's a place you need to stop by just to say you did so. But a return visit, for me, will not be necessary. I enjoy the quirky names, but the donuts are just average. I decided to try something new since I had already had the Bacon Maple Bar before. I had the Easy Peasy Lemon Kesey, which coincidentally I found out later a portion of it goes to the University of Oregon to do this: 

http://library.uoregon.edu/tools/blogs/scua/voodoo-donuts-ken-kesey-together-at-last/

A noble cause of which I was happy to play a small part in helping. Definitely if you're a lemon fan, this is the donut for you.

Also, I tried the famous Voodoo Doll complete with raspberry ""blood"" filling. I enjoyed this only because I'm a sucker for a filled donut. 

Consider this a place I've checked off my list.",2013-05-28 21:23:46
16,XsD6AXlhkIWlYgbAmP_d7g,xxB5F6TJ4J1MlNufCdqz2Q,4CxF8c3MB7VAdY8zFb2cZQ,3.0,7,5,5,I actually enjoyed their old fashioned glazed donut and didn't spend more than 10 minutes in line.  However I am not a fan of the hard metal music blaring inside or the greetings you receive when trying to enter or leave from the local homeless.    I never been to a place where there are 12 men and their dogs camping in front of a tourist spot waiting for customers to come out to wave their signs in your face as if they were teen girls at a Justin Bieber concert.  I heard people in line being concerned for their cars parked outside.  Not for me I guess.,2015-11-05 23:52:55
17,5J2tK43BFDUbjt6OCNqdYQ,dXDJPWWcFiPxU2Hobdco2Q,4CxF8c3MB7VAdY8zFb2cZQ,2.0,0,0,0,"I understand this a place to visit for doughnuts when you go to Portland but I found the doughnuts to be stale and way to sweet. I couldn't even finish one. Personally I think Psycho Donuts in San Jose is much better if you want the weird and wacky donut experience,",2016-07-03 17:15:16
18,dVqanunD_hWidMa5s3gqUQ,kShwxA0Yr52EWPFDR54kww,4CxF8c3MB7VAdY8zFb2cZQ,3.0,0,0,0,"The donuts aren't really anything special, other than the fun toppings. There are better places around without the long lines. But for an experience when you're in town, Voodoo doughnuts is a must stop!",2016-10-13 20:44:58
19,m4-5j9XU8I9y6-SfhtMf6g,oYNlEtNgQ-k0ilm6s_yK8A,4CxF8c3MB7VAdY8zFb2cZQ,3.0,0,0,0,"Taste wise - the doughnuts are average, often not the freshest, don't always have everything on their menu to choose from.

Experience wise - Not a friendly staff, classic Portland snobbery. Don't go late at night (downtown) due to long lines.

Novelty wise - some creative designs and the must-go junk food stop for drunkies and tourists.",2013-11-14 03:38:17
20,S-PY9V3WPqvZtHi9qlBdrg,z1JL2PwaPXITu5idyf3S3Q,4CxF8c3MB7VAdY8zFb2cZQ,3.0,0,0,0,"Touristy and too much hype but if you are doughnut fan, this is definitely a place to go to when you are in Portland. I came, I ate and I saw....end of story.",2014-04-19 22:07:08
21,CpSaTltOhTb_7YpFP_XtxA,JSG_FhQyK1Psg0nDtklt7A,4CxF8c3MB7VAdY8zFb2cZQ,3.0,0,0,0,"I mean.. It's fine. Don't worry about the line it actually does move fast. Are the donuts good? Sure. Are they worth the price? Eh...

Honestly, blue star was better.",2017-10-24 21:27:18
22,xpU1MEk-s_Jdn6_X-xqbCg,n2lKPfuoSoUl3lRY9RPZ5A,4CxF8c3MB7VAdY8zFb2cZQ,3.0,0,0,0,"Voodoo is probably Portland's greatest attraction but do you really want to wait an hour for donuts?

We came here on a Sunday afternoon to a wave of tourists sprawling around the corners under the heated sun. No way you'd be a local Portlandian and wait an hour for a donut, even if it's Voodoo. 

We got a Voodoo Dozen which was pretty cheap because they are pretty filling. But other than the artistic representation of donuts, the donuts taste every average. Oh but they do have their special Voodoo Doughnot flavored beer...interesting.

I guess as a tourist, it's nice to check out but wouldn't come here again.",2012-04-29 04:29:45
23,NQ9gzs57MxOp8am9dWF5HQ,nSeO9YW5jOUL8SZcReEE2g,4CxF8c3MB7VAdY8zFb2cZQ,3.0,1,0,0,"Voodoo Donuts it's a fairly known donut shop and a prime facet of Portland tourism, but arguably overhyped. The lines are always long just to get inside, but the real inconvenience is that they are cash only. You would think that as time progressed that they would adapt to accepting checks as well as credit or debit. So what's stopping them?

As you wait in line, you may find yourselves harassed by street characters who will ask you for money. I was once standing in line and this one homeless guy berated the whole crowd because nobody would give him a quarter. One of Old Town's problems is the homeless population which is quite neglected by the City of Portland. There's also a strong police presence in Old Town, so it'd be both nice and convenient if they could send more patrols to pass by Voodoo and through Ankeny Alley. That way patrons could feel a little less bothered.

To top it all off, the donuts are not really all that good. I mean, they're not bad, but they're not all that great either. They're more colorful and creative than they are delicious. I'll still give Voodoo props for being original and helping to put Portland on the map, but that is about it.

I go into Old Town quite a bit and actually pass by this donut shop a lot, but ironically, in the past several years I've only been to this shop three times. I'm still willing to give them a chance because they are an unquestionable slice of Portland, but I wish they would make some serious improvements. I mean already they've made their sidewalk much more pedestrian-friendly and added a whole outdoor eating area. Hopefully, there will be more patrols in the area and fewer vagrants harassing customers.

Here's hoping that maybe someday they could hold a candle to their competitors, such as Blue Star Donuts. But that day is still to come.",2017-03-15 05:21:30
24,5osgXyjtxzG3ME7Lgp0m_w,viwKpVVaOhWur77Sh4L4cw,4CxF8c3MB7VAdY8zFb2cZQ,3.0,1,0,0,"It's a good donut, but I didn't think it was out of this world. It's creative. The old dirty bastard was a huge donut with peanut butter and oreo cookies on top. Good, but not mind-blowing. It's next to a theater that shows anime porn. Interesting.",2009-10-14 19:45:48
25,HpmHqbOg2RpVhBvXdcO0TA,r2AZ_9Po7KCeKycJLEMS2A,4CxF8c3MB7VAdY8zFb2cZQ,2.0,1,0,0,"Overcrowded with tourists, doughnuts will be stale around 7pm... definitely a niche ""Portland"" Spot... doughnuts themselves are over sugared and mediocre at best",2018-04-27 19:48:18
26,logTxoCTs_aCA2lIR0yeRA,0JTJzgXiTpjv8luvAZbyRQ,4CxF8c3MB7VAdY8zFb2cZQ,3.0,0,0,0,"Voodoo is a must try if you're visiting Portland or new to Portland. Lines are usually out the door, so be prepared to wait. The doughnuts are okay, but in a city filled with delicious food, especially doughnuts, Voodoo isn't my first choice. They do offer vegan options, so that's a plus.",2017-01-02 04:29:15
27,nZfA84iR9zhHz__v1ba9wg,W-d5koKKN-55s5_XdhgcwA,4CxF8c3MB7VAdY8zFb2cZQ,3.0,2,1,1,"I take Voodoo for what it is; an experience. It's one of those things you get to say you do, but it was much better before it was super touristy. I'm actually greatful that they shove you in and out the door because you will get harassed by bums and passing drunk people while waiting in line (I've been yelled at and witnessed fights in line). The products aren't as unique as they used to be (partially because other places copied their flavors) and the price is meh...

I recommend it at least once, but if you want to enjoy your doughnuts for flavor or variety, there are a number of other places to explore. 

They also make some dough by only accepting cash - they can rack up some service fees on their ATM machine conveniently located in the entry area in addition to doughnuts. Another warning is that they do sell older doughnuts at the same price. They won't be gross or anything, they just aren't as fresh.",2014-04-11 23:14:49
28,MWTt2vMiM-zLHO_QA0jMyQ,uV7OUVj61bFci4le49UvSw,4CxF8c3MB7VAdY8zFb2cZQ,1.0,0,0,0,"Avoid the hype.  Some exotic flavours but more of a gimmick than actual quality. Crazy lines for no apparent reason, donut's are really not that great. Even my buddy that loves donuts and junk food was a bit disappointed after travelling across Portland just to check this place out while in town and standing in an abnormally long line.    

Strangely mixes their donuts with politics?  All restaurants would fare better not mixing personal opinions with their food.",2016-01-30 03:06:29
29,1rVsxYHwIiIfKLrJHEv-KQ,JdbwqwgoTSy9Kjt-wyLCtA,4CxF8c3MB7VAdY8zFb2cZQ,3.0,1,0,0,These donuts are okay. Go there once for fun. Then head to Pip's for the best donuts in town!,2015-11-18 19:40:11
30,c9n09iuPAmM7Aw2mrzQkXA,3Z2sga92tjGf5cPga3HE4g,4CxF8c3MB7VAdY8zFb2cZQ,3.0,0,0,0,"Definitely a touristy stop.  Lines are sometimes ridiculous and the doughnuts are OK but not the best I have tasted.(I prefer Blue Star)   My favorite at Voodoo is the maple bacon donut.  

If you visit Portland, it would not be complete without braving the line at Voodoo.",2015-08-30 17:40:14
31,Dxfw2G6AYaNWUq7hMVZoYQ,XT-I0j3x7zgVap7KDf3C2g,4CxF8c3MB7VAdY8zFb2cZQ,3.0,1,0,0,"First attempt was on a Sunday afternoon, line was out the door.  It was over 90 degrees and so I didn't want to stand in that line.  So we drove to the second location and there was no line!  Of course I had the maple bacon.  I like maple and I like bacon - together, it was pretty good.  Next morning we were craving for another one so we went to the original location on Monday at around 9am and there was no line.  I like that their donuts aren't very sweet and when fresh, they're good.  Best donut I've ever had?  Probably not.  They're just decent donuts, nothing special.  Tried the donuts the next day and they were already drying out big time.  I wouldn't go overboard on loading up on donuts if you weren't planning to consume them on the day they were purchased.",2014-09-09 21:02:56
32,gkazeWXfFbr0pfcKougWzw,Q0DH5WigTWHN262T2zZfYw,4CxF8c3MB7VAdY8zFb2cZQ,3.0,0,0,0,"Voodoo is one of those infamous places where everyone in line is probably from out of town and the food is expensive but you'll probably go for the experience of it all. I gotta give credit to this chain for their creativity and weirdness. From the minute you walk by the pink brick wall, you can't help but gravitate towards the lineup to see what all the fuss is about with these pink boxes. I ended up trying the voodoo doll and the dirty old bastard. Both were mediocre at best but IMO worth the experience. 3 stars for keeping things weird.",2018-10-04 14:29:36
33,SwfKX6IXlPX3dOR6JXaouA,0PTLtIA2NwUlv5I80yaVTg,4CxF8c3MB7VAdY8zFb2cZQ,2.0,0,0,0,"Excited to try two huge boxes of a variety.  Waited in line, spent a lot of money.  I'm just a classics woman; not a fan of weird, soggy cereals and icings, but had to try the experience.  The grape one was particularly bad, and for our crowd, lots of ""bites"" taken but nobody felt it an OMG experience.  I guess the mistake is not eating these drunk, high, and late at night.",2017-08-16 17:06:52
34,_Ohptt1FljuiC3N28RvCYg,TYvbqfWZuuHqF-yuVVFCiQ,4CxF8c3MB7VAdY8zFb2cZQ,1.0,0,0,0,"Over priced and over rated, just like Blue Star.  Ya go there because its trendy, not excellent.  Better and cheaper donut shops abound throughout Portland. Give those a try.",2016-10-13 23:54:52
35,Jpfv5UUjXEaZ4iAbRubfZg,XzRZVBm60tJM4rvL_j8Jhg,4CxF8c3MB7VAdY8zFb2cZQ,3.0,0,0,0,"It's ordinary tasting doughnuts but presented in a very creative way. Flavors are good. They have fun names and how the doughnut looks like. The  doughnuts are on the pricey side in terms of doughnut pricing. This place is very iconic here in Oregon, it's a must to try at least once. The doughnut shop is typical of Oregon which have fun bright colors, but need to be a bit neater/ cleaner. Can also get busy at night.",2014-10-27 16:55:45
36,JzgbMlhZI9kpkhOlb160Dg,xEoASz6r1E9kNuFxF7169g,4CxF8c3MB7VAdY8zFb2cZQ,1.0,0,0,0,"This is probably the most famous donut place in Portland. I had a very high expectation but was deeply disappointed by the service. The staff was so impatient and yelled at the next customer in the waiting line. I don't know why the cashier kept shaking his head in a negative way, looking like he didn't want to sell donut to me. TBH the donuts are just average except the design. Definitely not worth the line!!!!!!!",2018-07-17 02:05:28
37,8h55CLLx5PNUT893zIC4pA,Cfg_U1xrTNrGgBZm2Leauw,4CxF8c3MB7VAdY8zFb2cZQ,1.0,6,9,7,"Ok, Voodoo,  I finally made it across the river to see what all the hype was about.  All I had been able to think about for hours was maple and bacon.  I was prepared to eat three doughnuts, minimum (I didn't have dinner, get off me).  AND YOU WERE CLOSED. WTF, Voodoo?  Your website says you're open 24/7.  Are you just messing with drunk people?  Not nice, Voodoo, not nice at all.  For shame.",2009-03-01 23:46:19
38,tTZMnDhYNOyK_gMrOHKV_g,pDMXTWofWI_DtBi2QGrQog,4CxF8c3MB7VAdY8zFb2cZQ,2.0,4,0,1,"I really wish I could give Voodoo Doughnuts a better review, but my experience here was sub-par at best.  Portland was one of the many stops on roadtrip of the Pacific Northwest, and with not much to do on a weekday night, we ventured into old town Portland.  It was late and most people were shuffling out of closing restaurants, but our attention was caught by the line spilling out of Voodoo.  After seeing the storefront, I remember seeing this on the Amazing Race and I was really excited to indulge in these unique delicacies.

To our disappointment, the doughnuts we tried weren't anything special, and tasted stale like they had been sitting out all day.  The gimmicks weren't able to make up for the lack of quality.  Maybe it was the time of day that we checked this place out, but with each bite, I kept thinking, ""overrated"".  Not worth the 20 minute wait.  The concept is there, but the execution needs improvement.  One star for the variety of wacky creations and interesting ingredients.  

I'm glad we randomly discovered Voodoo Doughnuts just to say we've tried it, but it didn't live up to all the hype.",2009-10-13 22:02:02
39,-g4LN_fD7HFQU7gk_9uyvg,-73nG4Ujuz4g2kMP46LoEw,4CxF8c3MB7VAdY8zFb2cZQ,2.0,0,0,0,"Line up out the door on a Wednesday afternoon.  While in line another customer took on the challenge of attempting to eat a giant donut in a 80 seconds.  It was so exciting.  The staff does such a good hyping everyone up. 

The donuts were interesting.  Numerous flavor's I've never heard of or seen before.  After tasting a chocolate crueler and another cream filled one I didn't understand all the hype.  They were okay tasting, nothing special.",2013-02-21 21:46:11
40,joRqF8PUqTKrtanNCu5nDQ,eAKTCVhU1wJoQSZNwe1yog,4CxF8c3MB7VAdY8zFb2cZQ,3.0,1,0,0,I prefer classic donuts and voodoo has so many over the top doughnuts.  The doughnut tasted yummy but I wouldn't visit often.  I can get just as tasty a doughnut elsewhere without standing in line.,2014-02-05 21:36:38
41,RBtD6o-GwcWgYHNgYCucPg,5gbkhlWANGVzQYi_0m3vOQ,4CxF8c3MB7VAdY8zFb2cZQ,1.0,9,7,6,"Save yourself money, calories, and time - this place is a tourist trap with long lines known for their ridiculous names and crazy concoctions. I've tried numerous flavors on different occasions and their donut is just MEH. Also, their toppings look cool and fun, but are wdiabetes inducing and don't taste good. 

What a miss!",2015-10-23 18:32:21
42,6yNqQKAcAzlOlBVhQYspDg,fzgqmRLw9B6ka5BqlXtQhA,4CxF8c3MB7VAdY8zFb2cZQ,3.0,0,0,0,It's better than Kripsy Kreme but it's still doughnuts. This turned out to be a hipster place. Long line for doughnuts shows us that Oregon has health issues,2016-03-07 07:12:47
43,LdBHd3a2CD0Z98E-NCkOBw,ubF5zarbyXJVMTOZrSUFyQ,4CxF8c3MB7VAdY8zFb2cZQ,2.0,3,1,0,"Hmmm.. I don't know what the hype is about this donut place. My friend insisted on going here and she got the phallic shaped donut, but only tasted like a regular chocolate donut to me. The only cool thing about it was it's shape.... A waste of $6 I think.",2009-05-20 01:13:58
44,TVaKdZiJ4DcpCOrzBmaKtw,JEpK4J2RU40yEQdKUtS9hA,4CxF8c3MB7VAdY8zFb2cZQ,1.0,1,1,1,"this place has kitsch and fame.  it also has a line around the block, and donuts that aside from ""interesting"" are handily beaten by a number of other donut shops (blue star, tonalli's) in town for ""best taste"".",2014-11-12 19:38:16
45,9fqneW1kGXwrdLlrKEkB7w,Lgc26MSG5_Ko_Uq8mpfTlw,4CxF8c3MB7VAdY8zFb2cZQ,3.0,2,0,0,"Listed as a pitstop for tourists . Well the names are funny and can get a chuckle or two. but the donuts are average. Nothing amazing .  
Portland cream turned to be the best of the ones we tried.
Memphis mafia, Chocolate donut, vegan -ok.. --
mango tango - not that great. 

Long wait times . Cash only.",2013-05-28 23:39:24
46,Zsj3nsvclL2OgOmLRdmWfg,vsmhQJ5jkw9wQjfpcOfuJA,4CxF8c3MB7VAdY8zFb2cZQ,2.0,0,0,0,"Sorry VooDoo.  You have fallen prey to the tourists and Food Network/Travel Network fans.  You just are not worth the wait anymore.  I shall miss the Maple Bacon Bar, the Marshall Mathers, the Ol' Dirty Bastard, and Triple Chocolate Penetration.  Oh, how I have longed for some Triple Chocolate Penetration with a Maple Bacon happy ending.  Sorry VooDoo, the lines have reduced you to doo-doo.  I have no problem hopping down the block for a sweet/salty fix during the day now.  Rest in peace.",2011-03-20 22:16:57
47,3jdIWf2yva4ClnxlHdLdGg,wps69ooAXK4E3tsUMqXg_Q,4CxF8c3MB7VAdY8zFb2cZQ,3.0,0,0,0,Overrated donuts cashing in on its reputation and tourists. I'm not saying the donuts are bad but it's just not worth waiting in line for.,2015-06-08 22:02:35
48,r1c5NRZ3gtVHPeJo39_80A,LKNDVy7ccftBLlmXs4S9BA,4CxF8c3MB7VAdY8zFb2cZQ,3.0,2,0,0,"I wanted to try this place just because it's what you hear/think about whenever someone mentions Portland. 

Granted, I'm not a huge donuts people, but I still wanted to try it. We came on a Sunday night and the line wasn't too long. I would say we waited about 30 minutes. I ended up deciding on the voodoo doll, the ODB, the lemon crueller, and the triple chocolate penetration. They were all okay tasting and I didn't feel like it was anything special (about its taste). Cost wise, it's decent, but it (Voodoos itself) does seem a bit overhyped.

I was really disappointed when I was told they ran out of the mango tango. It was the one thing that I actually wanted to try. Maybe next time.",2017-10-11 03:27:24
49,g5OYLLJhlyTI-AT9kWZQpA,9TRA-X307uy72FHpymjLIA,4CxF8c3MB7VAdY8zFb2cZQ,3.0,0,0,0,"Walked here from Deschutes Brewery so I wouldn't feel too guilty about eating my chocolate cake doughnut with chocolate frosting, the next morning.  Microwaved it for 10 seconds in the hotel room and enjoyed it with coffee.   Tom got an apple fritter and said it was good.",2017-12-02 23:00:30
50,IU4XYUb4b0xNLaIJ5tZagw,wuatG0M1pfAGYQBPPq7qNQ,4CxF8c3MB7VAdY8zFb2cZQ,3.0,0,0,0,"Definitely something worth doing once, but I wasn't blown away by the taste.  Its exciting to see all the choices including a lot of vegan options.  And I can imagine this would be especially fun for kids.  However, I thought the donuts themselves were just ok (tried maple bacon, chocolate orange vegan and the blueberry cake).",2014-04-20 02:04:24
51,Y8LGeKzswcjNks0qc7vPYA,HS9KTmOpNZe9bgnMqiB8CA,4CxF8c3MB7VAdY8zFb2cZQ,3.0,0,0,0,"Voodoo Doughnuts, the novelty doughnut. 

Basically you can't visit Portland and not try a Voodoo Doughnut.  The place is weird, quirky and innovative which is what Portland is about.  The Doughnuts are fun to look at but when you eat one they can be a bit much. So if it's your first time in Portland do as tourists do and get in that long line, have enough cash ready (they only take cash and the doughnuts are pretty pricey), take a picture eating your doughnut, and post it on Facebook or Instagram.  However, if you are looking for a better quality doughnut that leaves you wanting more then I would suggest Blue Star Donuts.",2016-02-23 22:32:08
52,SvJEZHOeNxomV_eReqJFUQ,-b4v5xYBtNQ8wLmeevOwJg,4CxF8c3MB7VAdY8zFb2cZQ,1.0,1,0,0,"Why these stupid tourists wait in line, for hours on end, to get this garbage is absolutely beyond me.
There is absolutely nothing ""Weird"" or ""Portland"" about Voodoo Donuts.
NOTHING.
And there isn't one self-respecting Portlander that would eat this tourist-trap rubbish, much less stand in line for it.
Pro-Tip: You can find the EXACT same cereal coated donuts and pastries at Safeway (NW 12th and Lovejoy).
Blue Star Donuts are a dozen times better.
(SW 13th and Washington).

I would actually be embarrassed to be seen here. This is not Portland and the donuts suck.",2017-03-27 04:57:33
53,1Rn7iGIoqZQHarThjdrlcg,oBB0IRbgMLxb3dvdOyfkTw,4CxF8c3MB7VAdY8zFb2cZQ,3.0,0,0,0,"The wait was over an hour. I just couldn't see waiting an hour for a donut. :(  We came back early the next day. The donuts are good...but not an ""hour-wait good"".",2018-01-09 23:37:04
54,7nnLM5XhzbOB-14cFEDw8Q,jd-uzpK3RfRw-CgoVs46qg,4CxF8c3MB7VAdY8zFb2cZQ,2.0,1,0,1,"Ick.. Artsy donuts, but ick... Too much for me. I'll take a basic cake donut over some art project any day.",2015-02-16 16:34:26
55,scntinBMlnZ80YpjQ0ttfA,T9C3YdQFzn32WSLYqHkb_A,4CxF8c3MB7VAdY8zFb2cZQ,3.0,0,0,0,"Not a big fan donuts are to sweet, crowded, and unfriendly staff. My teeth hurt after taking my first  bite.",2018-04-28 01:50:25
56,coKHkiKysAqyAtHV-pxsGw,VxzWbg4XDUkfugz4aKxfJg,4CxF8c3MB7VAdY8zFb2cZQ,3.0,0,0,0,"The Keep Portland Weird sign is located across the street on the brick building from this location. 

I guess they expect long lines because all the bar railing were up and ready for the crowd. Stop by in the morning, before 9am (I arrived at 8:45am) and maybe less than a handful of people will be in front of you. 

I got a chocolate, glazed and sprinkle donut. I think it was 95 cents per donut. Personally I only think they're alright and slightly dry. There is room for improvement. So I don't understand the rage for this place. UNLESS you Portlanders never had a taste of Krispy Kreme or Donut Time (in San Francisco) which can explain this hype. (:",2015-01-18 19:03:08
